r1,r2,r3,support,body,confidence,example_1,example_2,example_3
secondAuntOf,nephewOf,girlCousinOf,153,157,0.9745222929936306,olivia0-[secondAuntOf]->fabian26-[nephewOf]->johanna22 => olivia0-[girlCousinOf]->johanna22,selina10-[secondAuntOf]->fabian26-[nephewOf]->johanna22 => selina10-[girlCousinOf]->johanna22,isabella11-[secondAuntOf]->fabian26-[nephewOf]->johanna22 => isabella11-[girlCousinOf]->johanna22
girlCousinOf,greatGranddaughterOf,greatGranddaughterOf,278,286,0.972027972027972,hannah39-[girlCousinOf]->magdalena52-[greatGranddaughterOf]->marcel27 => hannah39-[greatGranddaughterOf]->marcel27,hannah39-[girlCousinOf]->magdalena52-[greatGranddaughterOf]->sofia28 => hannah39-[greatGranddaughterOf]->sofia28,magdalena52-[girlCousinOf]->hannah39-[greatGranddaughterOf]->marcel27 => magdalena52-[greatGranddaughterOf]->marcel27
secondUncleOf,nephewOf,boyCousinOf,104,107,0.9719626168224299,leon16-[secondUncleOf]->fabian26-[nephewOf]->johanna22 => leon16-[boyCousinOf]->johanna22,leon16-[secondUncleOf]->elias6-[nephewOf]->oskar24 => leon16-[boyCousinOf]->oskar24,leon16-[secondUncleOf]->elias6-[nephewOf]->adam9 => leon16-[boyCousinOf]->adam9
secondAuntOf,nieceOf,girlCousinOf,91,94,0.9680851063829787,johanna22-[secondAuntOf]->lisa5-[nieceOf]->oskar24 => johanna22-[girlCousinOf]->oskar24,johanna22-[secondAuntOf]->lisa5-[nieceOf]->adam9 => johanna22-[girlCousinOf]->adam9,johanna22-[secondAuntOf]->lisa5-[nieceOf]->isabella11 => johanna22-[girlCousinOf]->isabella11
greatGrandfatherOf,girlCousinOf,greatGrandfatherOf,266,278,0.9568345323741008,marcel27-[greatGrandfatherOf]->hannah39-[girlCousinOf]->magdalena52 => marcel27-[greatGrandfatherOf]->magdalena52,marcel27-[greatGrandfatherOf]->magdalena52-[girlCousinOf]->hannah39 => marcel27-[greatGrandfatherOf]->hannah39,marcel27-[greatGrandfatherOf]->magdalena52-[girlCousinOf]->dominik44 => marcel27-[greatGrandfatherOf]->dominik44
greatGrandmotherOf,girlCousinOf,greatGrandmotherOf,266,278,0.9568345323741008,sofia28-[greatGrandmotherOf]->hannah39-[girlCousinOf]->magdalena52 => sofia28-[greatGrandmotherOf]->magdalena52,sofia28-[greatGrandmotherOf]->magdalena52-[girlCousinOf]->hannah39 => sofia28-[greatGrandmotherOf]->hannah39,sofia28-[greatGrandmotherOf]->magdalena52-[girlCousinOf]->dominik44 => sofia28-[greatGrandmotherOf]->dominik44
greatGrandfatherOf,boyCousinOf,greatGrandfatherOf,258,270,0.9555555555555556,marcel27-[greatGrandfatherOf]->dominik44-[boyCousinOf]->magdalena52 => marcel27-[greatGrandfatherOf]->magdalena52,nico63-[greatGrandfatherOf]->felix65-[boyCousinOf]->tobias57 => nico63-[greatGrandfatherOf]->tobias57,nico63-[greatGrandfatherOf]->felix65-[boyCousinOf]->claudia69 => nico63-[greatGrandfatherOf]->claudia69
greatGrandmotherOf,boyCousinOf,greatGrandmotherOf,258,270,0.9555555555555556,sofia28-[greatGrandmotherOf]->dominik44-[boyCousinOf]->magdalena52 => sofia28-[greatGrandmotherOf]->magdalena52,charlotte60-[greatGrandmotherOf]->felix65-[boyCousinOf]->tobias57 => charlotte60-[greatGrandmotherOf]->tobias57,charlotte60-[greatGrandmotherOf]->felix65-[boyCousinOf]->claudia69 => charlotte60-[greatGrandmotherOf]->claudia69
greatUncleOf,nephewOf,uncleOf,122,128,0.953125,luis14-[greatUncleOf]->fabian26-[nephewOf]->johanna22 => luis14-[uncleOf]->johanna22,luis14-[greatUncleOf]->elias6-[nephewOf]->oskar24 => luis14-[uncleOf]->oskar24,luis14-[greatUncleOf]->elias6-[nephewOf]->adam9 => luis14-[uncleOf]->adam9
uncleOf,boyFirstCousinOnceRemovedOf,boyCousinOf,119,125,0.952,oskar24-[uncleOf]->elias6-[boyFirstCousinOnceRemovedOf]->leon16 => oskar24-[boyCousinOf]->leon16,oskar24-[uncleOf]->elias6-[boyFirstCousinOnceRemovedOf]->jonas23 => oskar24-[boyCousinOf]->jonas23,oskar24-[uncleOf]->elias6-[boyFirstCousinOnceRemovedOf]->johanna22 => oskar24-[boyCousinOf]->johanna22
greatAuntOf,nephewOf,auntOf,203,214,0.9485981308411215,katharina1-[greatAuntOf]->fabian26-[nephewOf]->johanna22 => katharina1-[auntOf]->johanna22,paula12-[greatAuntOf]->elias6-[nephewOf]->oskar24 => paula12-[auntOf]->oskar24,paula12-[greatAuntOf]->elias6-[nephewOf]->adam9 => paula12-[auntOf]->adam9
auntOf,greatGrandsonOf,granddaughterOf,354,376,0.9414893617021277,selina10-[auntOf]->elias6-[greatGrandsonOf]->david20 => selina10-[granddaughterOf]->david20,selina10-[auntOf]->elias6-[greatGrandsonOf]->moritz8 => selina10-[granddaughterOf]->moritz8,selina10-[auntOf]->elias6-[greatGrandsonOf]->emma7 => selina10-[granddaughterOf]->emma7
boyCousinOf,greatGranddaughterOf,greatGrandsonOf,254,270,0.9407407407407408,dominik44-[boyCousinOf]->magdalena52-[greatGranddaughterOf]->marcel27 => dominik44-[greatGrandsonOf]->marcel27,dominik44-[boyCousinOf]->magdalena52-[greatGranddaughterOf]->sofia28 => dominik44-[greatGrandsonOf]->sofia28,felix65-[boyCousinOf]->claudia69-[greatGranddaughterOf]->charlotte60 => felix65-[greatGrandsonOf]->charlotte60
boyCousinOf,greatGrandsonOf,greatGrandsonOf,240,258,0.9302325581395349,felix65-[boyCousinOf]->tobias57-[greatGrandsonOf]->charlotte60 => felix65-[greatGrandsonOf]->charlotte60,felix65-[boyCousinOf]->tobias57-[greatGrandsonOf]->amelie62 => felix65-[greatGrandsonOf]->amelie62,felix65-[boyCousinOf]->tobias57-[greatGrandsonOf]->nico63 => felix65-[greatGrandsonOf]->nico63
greatAuntOf,nieceOf,auntOf,155,167,0.9281437125748503,paula12-[greatAuntOf]->lisa5-[nieceOf]->oskar24 => paula12-[auntOf]->oskar24,paula12-[greatAuntOf]->lisa5-[nieceOf]->adam9 => paula12-[auntOf]->adam9,paula12-[greatAuntOf]->lisa5-[nieceOf]->isabella11 => paula12-[auntOf]->isabella11
auntOf,nephewOf,sisterOf,283,311,0.909967845659164,katharina1-[auntOf]->leon16-[nephewOf]->paula12 => katharina1-[sisterOf]->paula12,katharina1-[auntOf]->leon16-[nephewOf]->natalie13 => katharina1-[sisterOf]->natalie13,katharina1-[auntOf]->jonas23-[nephewOf]->natalie13 => katharina1-[sisterOf]->natalie13
greatGrandfatherOf,nephewOf,grandfatherOf,332,367,0.9046321525885559,david20-[greatGrandfatherOf]->elias6-[nephewOf]->oskar24 => david20-[grandfatherOf]->oskar24,david20-[greatGrandfatherOf]->elias6-[nephewOf]->adam9 => david20-[grandfatherOf]->adam9,david20-[greatGrandfatherOf]->elias6-[nephewOf]->isabella11 => david20-[grandfatherOf]->isabella11
greatGrandmotherOf,nephewOf,grandmotherOf,332,367,0.9046321525885559,ella19-[greatGrandmotherOf]->elias6-[nephewOf]->oskar24 => ella19-[grandmotherOf]->oskar24,ella19-[greatGrandmotherOf]->elias6-[nephewOf]->adam9 => ella19-[grandmotherOf]->adam9,ella19-[greatGrandmotherOf]->elias6-[nephewOf]->isabella11 => ella19-[grandmotherOf]->isabella11
fatherOf,brotherOf,fatherOf,332,370,0.8972972972972973,dominik2-[fatherOf]->oskar24-[brotherOf]->adam9 => dominik2-[fatherOf]->adam9,dominik2-[fatherOf]->oskar24-[brotherOf]->isabella11 => dominik2-[fatherOf]->isabella11,dominik2-[fatherOf]->oskar24-[brotherOf]->selina10 => dominik2-[fatherOf]->selina10
motherOf,brotherOf,motherOf,332,370,0.8972972972972973,olivia0-[motherOf]->elias6-[brotherOf]->lisa5 => olivia0-[motherOf]->lisa5,katharina1-[motherOf]->oskar24-[brotherOf]->adam9 => katharina1-[motherOf]->adam9,katharina1-[motherOf]->oskar24-[brotherOf]->isabella11 => katharina1-[motherOf]->isabella11
auntOf,greatGranddaughterOf,granddaughterOf,278,310,0.896774193548387,selina10-[auntOf]->lisa5-[greatGranddaughterOf]->david20 => selina10-[granddaughterOf]->david20,selina10-[auntOf]->lisa5-[greatGranddaughterOf]->moritz8 => selina10-[granddaughterOf]->moritz8,selina10-[auntOf]->lisa5-[greatGranddaughterOf]->emma7 => selina10-[granddaughterOf]->emma7
greatGrandfatherOf,nieceOf,grandfatherOf,300,335,0.8955223880597015,david20-[greatGrandfatherOf]->lisa5-[nieceOf]->oskar24 => david20-[grandfatherOf]->oskar24,david20-[greatGrandfatherOf]->lisa5-[nieceOf]->adam9 => david20-[grandfatherOf]->adam9,david20-[greatGrandfatherOf]->lisa5-[nieceOf]->isabella11 => david20-[grandfatherOf]->isabella11
greatGrandmotherOf,nieceOf,grandmotherOf,300,335,0.8955223880597015,ella19-[greatGrandmotherOf]->lisa5-[nieceOf]->oskar24 => ella19-[grandmotherOf]->oskar24,ella19-[greatGrandmotherOf]->lisa5-[nieceOf]->adam9 => ella19-[grandmotherOf]->adam9,ella19-[greatGrandmotherOf]->lisa5-[nieceOf]->isabella11 => ella19-[grandmotherOf]->isabella11
uncleOf,greatGranddaughterOf,grandsonOf,322,360,0.8944444444444445,oskar24-[uncleOf]->lisa5-[greatGranddaughterOf]->david20 => oskar24-[grandsonOf]->david20,oskar24-[uncleOf]->lisa5-[greatGranddaughterOf]->moritz8 => oskar24-[grandsonOf]->moritz8,oskar24-[uncleOf]->lisa5-[greatGranddaughterOf]->emma7 => oskar24-[grandsonOf]->emma7
auntOf,nieceOf,sisterOf,234,262,0.8931297709923665,katharina1-[auntOf]->johanna22-[nieceOf]->natalie13 => katharina1-[sisterOf]->natalie13,katharina1-[auntOf]->johanna22-[nieceOf]->luis14 => katharina1-[sisterOf]->luis14,selina10-[auntOf]->lisa5-[nieceOf]->oskar24 => selina10-[sisterOf]->oskar24
boySecondCousinOf,greatGrandsonOf,greatGrandsonOf,44,50,0.88,fabian26-[boySecondCousinOf]->elias6-[greatGrandsonOf]->moritz8 => fabian26-[greatGrandsonOf]->moritz8,fabian26-[boySecondCousinOf]->elias6-[greatGrandsonOf]->emma7 => fabian26-[greatGrandsonOf]->emma7,fabian26-[boySecondCousinOf]->nico4-[greatGrandsonOf]->moritz8 => fabian26-[greatGrandsonOf]->moritz8
uncleOf,nephewOf,brotherOf,217,247,0.8785425101214575,luis14-[uncleOf]->adam9-[nephewOf]->paula12 => luis14-[brotherOf]->paula12,luis14-[uncleOf]->adam9-[nephewOf]->natalie13 => luis14-[brotherOf]->natalie13,luis14-[uncleOf]->oskar24-[nephewOf]->paula12 => luis14-[brotherOf]->paula12
greatUncleOf,nieceOf,uncleOf,90,103,0.8737864077669902,luis14-[greatUncleOf]->lisa5-[nieceOf]->oskar24 => luis14-[uncleOf]->oskar24,luis14-[greatUncleOf]->lisa5-[nieceOf]->adam9 => luis14-[uncleOf]->adam9,luis14-[greatUncleOf]->lisa5-[nieceOf]->isabella11 => luis14-[uncleOf]->isabella11
uncleOf,greatGrandsonOf,grandsonOf,310,358,0.8659217877094972,oskar24-[uncleOf]->elias6-[greatGrandsonOf]->david20 => oskar24-[grandsonOf]->david20,oskar24-[uncleOf]->elias6-[greatGrandsonOf]->moritz8 => oskar24-[grandsonOf]->moritz8,oskar24-[uncleOf]->elias6-[greatGrandsonOf]->emma7 => oskar24-[grandsonOf]->emma7
uncleOf,nieceOf,brotherOf,218,252,0.8650793650793651,luis14-[uncleOf]->johanna22-[nieceOf]->katharina1 => luis14-[brotherOf]->katharina1,luis14-[uncleOf]->johanna22-[nieceOf]->natalie13 => luis14-[brotherOf]->natalie13,luis14-[uncleOf]->olivia0-[nieceOf]->paula12 => luis14-[brotherOf]->paula12
girlSecondCousinOf,greatGranddaughterOf,greatGranddaughterOf,34,40,0.85,lena18-[girlSecondCousinOf]->lisa5-[greatGranddaughterOf]->moritz8 => lena18-[greatGranddaughterOf]->moritz8,lena18-[girlSecondCousinOf]->lisa5-[greatGranddaughterOf]->emma7 => lena18-[greatGranddaughterOf]->emma7,lisa5-[girlSecondCousinOf]->lena18-[greatGranddaughterOf]->moritz8 => lisa5-[greatGranddaughterOf]->moritz8
greatGrandfatherOf,boySecondCousinOf,greatGrandfatherOf,48,57,0.8421052631578947,moritz8-[greatGrandfatherOf]->fabian26-[boySecondCousinOf]->elias6 => moritz8-[greatGrandfatherOf]->elias6,moritz8-[greatGrandfatherOf]->fabian26-[boySecondCousinOf]->lisa5 => moritz8-[greatGrandfatherOf]->lisa5,moritz8-[greatGrandfatherOf]->fabian26-[boySecondCousinOf]->lena18 => moritz8-[greatGrandfatherOf]->lena18
greatGrandmotherOf,boySecondCousinOf,greatGrandmotherOf,48,57,0.8421052631578947,emma7-[greatGrandmotherOf]->fabian26-[boySecondCousinOf]->elias6 => emma7-[greatGrandmotherOf]->elias6,emma7-[greatGrandmotherOf]->fabian26-[boySecondCousinOf]->lisa5 => emma7-[greatGrandmotherOf]->lisa5,emma7-[greatGrandmotherOf]->fabian26-[boySecondCousinOf]->lena18 => emma7-[greatGrandmotherOf]->lena18
greatGrandfatherOf,girlSecondCousinOf,greatGrandfatherOf,45,54,0.8333333333333334,moritz8-[greatGrandfatherOf]->lena18-[girlSecondCousinOf]->fabian26 => moritz8-[greatGrandfatherOf]->fabian26,moritz8-[greatGrandfatherOf]->lena18-[girlSecondCousinOf]->lisa5 => moritz8-[greatGrandfatherOf]->lisa5,moritz8-[greatGrandfatherOf]->lena18-[girlSecondCousinOf]->elias6 => moritz8-[greatGrandfatherOf]->elias6
greatGrandmotherOf,girlSecondCousinOf,greatGrandmotherOf,45,54,0.8333333333333334,emma7-[greatGrandmotherOf]->lena18-[girlSecondCousinOf]->fabian26 => emma7-[greatGrandmotherOf]->fabian26,emma7-[greatGrandmotherOf]->lena18-[girlSecondCousinOf]->lisa5 => emma7-[greatGrandmotherOf]->lisa5,emma7-[greatGrandmotherOf]->lena18-[girlSecondCousinOf]->elias6 => emma7-[greatGrandmotherOf]->elias6
boySecondCousinOf,greatGranddaughterOf,greatGrandsonOf,56,68,0.8235294117647058,fabian26-[boySecondCousinOf]->lisa5-[greatGranddaughterOf]->moritz8 => fabian26-[greatGrandsonOf]->moritz8,fabian26-[boySecondCousinOf]->lisa5-[greatGranddaughterOf]->emma7 => fabian26-[greatGrandsonOf]->emma7,fabian26-[boySecondCousinOf]->lena18-[greatGranddaughterOf]->moritz8 => fabian26-[greatGrandsonOf]->moritz8
girlSecondCousinOf,greatGrandsonOf,greatGranddaughterOf,52,64,0.8125,lena18-[girlSecondCousinOf]->fabian26-[greatGrandsonOf]->moritz8 => lena18-[greatGranddaughterOf]->moritz8,lena18-[girlSecondCousinOf]->fabian26-[greatGrandsonOf]->emma7 => lena18-[greatGranddaughterOf]->emma7,lena18-[girlSecondCousinOf]->elias6-[greatGrandsonOf]->moritz8 => lena18-[greatGranddaughterOf]->moritz8
boyCousinOf,grandsonOf,grandsonOf,242,300,0.8066666666666666,leon16-[boyCousinOf]->adam9-[grandsonOf]->moritz8 => leon16-[grandsonOf]->moritz8,leon16-[boyCousinOf]->adam9-[grandsonOf]->emma7 => leon16-[grandsonOf]->emma7,leon16-[boyCousinOf]->oskar24-[grandsonOf]->moritz8 => leon16-[grandsonOf]->moritz8
grandfatherOf,boyCousinOf,grandfatherOf,246,305,0.8065573770491803,moritz8-[grandfatherOf]->oskar24-[boyCousinOf]->leon16 => moritz8-[grandfatherOf]->leon16,moritz8-[grandfatherOf]->oskar24-[boyCousinOf]->jonas23 => moritz8-[grandfatherOf]->jonas23,moritz8-[grandfatherOf]->oskar24-[boyCousinOf]->johanna22 => moritz8-[grandfatherOf]->johanna22
grandmotherOf,boyCousinOf,grandmotherOf,246,305,0.8065573770491803,emma7-[grandmotherOf]->oskar24-[boyCousinOf]->leon16 => emma7-[grandmotherOf]->leon16,emma7-[grandmotherOf]->oskar24-[boyCousinOf]->jonas23 => emma7-[grandmotherOf]->jonas23,emma7-[grandmotherOf]->oskar24-[boyCousinOf]->johanna22 => emma7-[grandmotherOf]->johanna22
girlCousinOf,grandsonOf,granddaughterOf,250,310,0.8064516129032258,olivia0-[girlCousinOf]->leon16-[grandsonOf]->moritz8 => olivia0-[granddaughterOf]->moritz8,olivia0-[girlCousinOf]->leon16-[grandsonOf]->emma7 => olivia0-[granddaughterOf]->emma7,olivia0-[girlCousinOf]->jonas23-[grandsonOf]->moritz8 => olivia0-[granddaughterOf]->moritz8
girlFirstCousinOnceRemovedOf,grandsonOf,greatGranddaughterOf,96,120,0.8,lena18-[girlFirstCousinOnceRemovedOf]->adam9-[grandsonOf]->moritz8 => lena18-[greatGranddaughterOf]->moritz8,lena18-[girlFirstCousinOnceRemovedOf]->adam9-[grandsonOf]->emma7 => lena18-[greatGranddaughterOf]->emma7,lena18-[girlFirstCousinOnceRemovedOf]->oskar24-[grandsonOf]->moritz8 => lena18-[greatGranddaughterOf]->moritz8
grandfatherOf,secondUncleOf,greatGrandfatherOf,107,134,0.7985074626865671,moritz8-[grandfatherOf]->oskar24-[secondUncleOf]->fabian26 => moritz8-[greatGrandfatherOf]->fabian26,moritz8-[grandfatherOf]->oskar24-[secondUncleOf]->lena18 => moritz8-[greatGrandfatherOf]->lena18,moritz8-[grandfatherOf]->adam9-[secondUncleOf]->fabian26 => moritz8-[greatGrandfatherOf]->fabian26
grandmotherOf,secondUncleOf,greatGrandmotherOf,107,134,0.7985074626865671,emma7-[grandmotherOf]->oskar24-[secondUncleOf]->fabian26 => emma7-[greatGrandmotherOf]->fabian26,emma7-[grandmotherOf]->oskar24-[secondUncleOf]->lena18 => emma7-[greatGrandmotherOf]->lena18,emma7-[grandmotherOf]->adam9-[secondUncleOf]->fabian26 => emma7-[greatGrandmotherOf]->fabian26
boyFirstCousinOnceRemovedOf,grandsonOf,greatGrandsonOf,118,148,0.7972972972972973,fabian26-[boyFirstCousinOnceRemovedOf]->adam9-[grandsonOf]->moritz8 => fabian26-[greatGrandsonOf]->moritz8,fabian26-[boyFirstCousinOnceRemovedOf]->adam9-[grandsonOf]->emma7 => fabian26-[greatGrandsonOf]->emma7,fabian26-[boyFirstCousinOnceRemovedOf]->leon16-[grandsonOf]->moritz8 => fabian26-[greatGrandsonOf]->moritz8
secondUncleOf,greatGranddaughterOf,grandsonOf,108,136,0.7941176470588235,leon16-[secondUncleOf]->lisa5-[greatGranddaughterOf]->moritz8 => leon16-[grandsonOf]->moritz8,leon16-[secondUncleOf]->lisa5-[greatGranddaughterOf]->emma7 => leon16-[grandsonOf]->emma7,jonas23-[secondUncleOf]->lisa5-[greatGranddaughterOf]->moritz8 => jonas23-[grandsonOf]->moritz8
greatGrandfatherOf,girlFirstCousinOnceRemovedOf,grandfatherOf,108,137,0.7883211678832117,moritz8-[greatGrandfatherOf]->lena18-[girlFirstCousinOnceRemovedOf]->johanna22 => moritz8-[grandfatherOf]->johanna22,moritz8-[greatGrandfatherOf]->lena18-[girlFirstCousinOnceRemovedOf]->adam9 => moritz8-[grandfatherOf]->adam9,moritz8-[greatGrandfatherOf]->lena18-[girlFirstCousinOnceRemovedOf]->oskar24 => moritz8-[grandfatherOf]->oskar24
greatGrandmotherOf,girlFirstCousinOnceRemovedOf,grandmotherOf,108,137,0.7883211678832117,emma7-[greatGrandmotherOf]->lena18-[girlFirstCousinOnceRemovedOf]->johanna22 => emma7-[grandmotherOf]->johanna22,emma7-[greatGrandmotherOf]->lena18-[girlFirstCousinOnceRemovedOf]->adam9 => emma7-[grandmotherOf]->adam9,emma7-[greatGrandmotherOf]->lena18-[girlFirstCousinOnceRemovedOf]->oskar24 => emma7-[grandmotherOf]->oskar24
secondAuntOf,greatGranddaughterOf,granddaughterOf,108,138,0.782608695652174,olivia0-[secondAuntOf]->lena18-[greatGranddaughterOf]->moritz8 => olivia0-[granddaughterOf]->moritz8,olivia0-[secondAuntOf]->lena18-[greatGranddaughterOf]->emma7 => olivia0-[granddaughterOf]->emma7,selina10-[secondAuntOf]->lena18-[greatGranddaughterOf]->moritz8 => selina10-[granddaughterOf]->moritz8
boySecondCousinOf,boySecondCousinOf,brotherOf,25,32,0.78125,nico4-[boySecondCousinOf]->fabian26-[boySecondCousinOf]->elias6 => nico4-[brotherOf]->elias6,nico4-[boySecondCousinOf]->fabian26-[boySecondCousinOf]->lisa5 => nico4-[brotherOf]->lisa5,elias6-[boySecondCousinOf]->fabian26-[boySecondCousinOf]->lisa5 => elias6-[brotherOf]->lisa5
boyCousinOf,granddaughterOf,grandsonOf,242,312,0.7756410256410257,leon16-[boyCousinOf]->johanna22-[granddaughterOf]->moritz8 => leon16-[grandsonOf]->moritz8,leon16-[boyCousinOf]->johanna22-[granddaughterOf]->emma7 => leon16-[grandsonOf]->emma7,leon16-[boyCousinOf]->olivia0-[granddaughterOf]->moritz8 => leon16-[grandsonOf]->moritz8
fatherOf,sisterOf,fatherOf,301,389,0.7737789203084833,dominik2-[fatherOf]->isabella11-[sisterOf]->adam9 => dominik2-[fatherOf]->adam9,dominik2-[fatherOf]->isabella11-[sisterOf]->oskar24 => dominik2-[fatherOf]->oskar24,dominik2-[fatherOf]->isabella11-[sisterOf]->selina10 => dominik2-[fatherOf]->selina10
motherOf,sisterOf,motherOf,301,389,0.7737789203084833,olivia0-[motherOf]->lisa5-[sisterOf]->elias6 => olivia0-[motherOf]->elias6,katharina1-[motherOf]->isabella11-[sisterOf]->adam9 => katharina1-[motherOf]->adam9,katharina1-[motherOf]->isabella11-[sisterOf]->oskar24 => katharina1-[motherOf]->oskar24
girlFirstCousinOnceRemovedOf,granddaughterOf,greatGranddaughterOf,102,132,0.7727272727272727,lena18-[girlFirstCousinOnceRemovedOf]->johanna22-[granddaughterOf]->moritz8 => lena18-[greatGranddaughterOf]->moritz8,lena18-[girlFirstCousinOnceRemovedOf]->johanna22-[granddaughterOf]->emma7 => lena18-[greatGranddaughterOf]->emma7,lena18-[girlFirstCousinOnceRemovedOf]->olivia0-[granddaughterOf]->moritz8 => lena18-[greatGranddaughterOf]->moritz8
grandfatherOf,secondAuntOf,greatGrandfatherOf,119,155,0.7677419354838709,moritz8-[grandfatherOf]->johanna22-[secondAuntOf]->elias6 => moritz8-[greatGrandfatherOf]->elias6,moritz8-[grandfatherOf]->johanna22-[secondAuntOf]->lisa5 => moritz8-[greatGrandfatherOf]->lisa5,moritz8-[grandfatherOf]->johanna22-[secondAuntOf]->lena18 => moritz8-[greatGrandfatherOf]->lena18
grandmotherOf,secondAuntOf,greatGrandmotherOf,119,155,0.7677419354838709,emma7-[grandmotherOf]->johanna22-[secondAuntOf]->elias6 => emma7-[greatGrandmotherOf]->elias6,emma7-[grandmotherOf]->johanna22-[secondAuntOf]->lisa5 => emma7-[greatGrandmotherOf]->lisa5,emma7-[grandmotherOf]->johanna22-[secondAuntOf]->lena18 => emma7-[greatGrandmotherOf]->lena18
secondAuntOf,boyFirstCousinOnceRemovedOf,sisterOf,109,142,0.7676056338028169,olivia0-[secondAuntOf]->fabian26-[boyFirstCousinOnceRemovedOf]->adam9 => olivia0-[sisterOf]->adam9,olivia0-[secondAuntOf]->fabian26-[boyFirstCousinOnceRemovedOf]->oskar24 => olivia0-[sisterOf]->oskar24,olivia0-[secondAuntOf]->fabian26-[boyFirstCousinOnceRemovedOf]->isabella11 => olivia0-[sisterOf]->isabella11
grandfatherOf,girlCousinOf,grandfatherOf,251,327,0.7675840978593272,moritz8-[grandfatherOf]->johanna22-[girlCousinOf]->adam9 => moritz8-[grandfatherOf]->adam9,moritz8-[grandfatherOf]->johanna22-[girlCousinOf]->leon16 => moritz8-[grandfatherOf]->leon16,moritz8-[grandfatherOf]->johanna22-[girlCousinOf]->oskar24 => moritz8-[grandfatherOf]->oskar24
grandmotherOf,girlCousinOf,grandmotherOf,251,327,0.7675840978593272,emma7-[grandmotherOf]->johanna22-[girlCousinOf]->adam9 => emma7-[grandmotherOf]->adam9,emma7-[grandmotherOf]->johanna22-[girlCousinOf]->leon16 => emma7-[grandmotherOf]->leon16,emma7-[grandmotherOf]->johanna22-[girlCousinOf]->oskar24 => emma7-[grandmotherOf]->oskar24
boyFirstCousinOnceRemovedOf,granddaughterOf,greatGrandsonOf,136,178,0.7640449438202247,fabian26-[boyFirstCousinOnceRemovedOf]->olivia0-[granddaughterOf]->moritz8 => fabian26-[greatGrandsonOf]->moritz8,fabian26-[boyFirstCousinOnceRemovedOf]->olivia0-[granddaughterOf]->emma7 => fabian26-[greatGrandsonOf]->emma7,fabian26-[boyFirstCousinOnceRemovedOf]->isabella11-[granddaughterOf]->moritz8 => fabian26-[greatGrandsonOf]->moritz8
